Customer_ID,Count,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Satisfication_Score,Quarter,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Churn_Category
3855-ONCAR,1,0,47,0,0,0,0,nan,0,0,574,92551,1526,33.88274,-117.224878,5,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
6691-CCIHA,1,0,50,0,0,1,0,0,1,0,219,93522,725,36.319181,-117.593053,3,0,1,2,71,0,1,nan,0,1,0,6,1,1,1,1,1,1,1,1,1,2,0,84.8,nan,0,0,1637.26,7683.36,0
9715-SBVSU,1,1,44,0,0,1,0,0,0,0,500,90013,387,34.044639,-118.240413,nan,0,1,1,nan,0,1,21.08,1,1,2,9,0,0,0,2,2,1,1,2,0,1,0,94.65,4812.75,0,0,1075.08,5887.83,1
5397-TUPSH,1,0,52,0,0,0,0,0,0,1,807,93108,595,34.457541,-119.631072,3,0,2,0,46,0,1,45.2,0,1,1,nan,0,0,1,2,0,2,0,1,3,0,3,54.35,nan,0,0,2079.2,nan,2
1357-BIJKI,1,2,67,0,2,1,2,0,0,0,543,94025,912,37.449551,-122.183762,4,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
7247-XOZPB,1,0,37,2,0,0,0,0,1,1,1012,93111,598,34.460197,-119.802602,4,1,0,0,5,6,1,45.74,0,2,2,30,0,1,0,2,1,0,0,0,0,1,1,nan,420.45,nan,10,228.7,659.15,0
2135-DQWAQ,1,0,65,0,1,0,0,nan,0,0,866,93675,773,36.719141,-119.202677,3,0,0,0,4,0,1,36.93,0,1,2,nan,0,2,0,0,1,0,0,1,0,1,3,78.85,292.8,0,0,147.72,440.52,5
1029-QFBEN,1,0,nan,0,0,1,1,1,1,1,1012,nan,1526,nan,nan,5,0,1,1,47,0,1,1.44,0,2,3,0,0,2,0,0,0,0,0,0,2,0,3,20.05,nan,0,0,67.68,1084.38,0
2157-MXBJS,1,0,65,0,1,0,0,0,0,0,99,95007,827,37.106902,nan,nan,0,0,0,4,0,2,31.13,1,1,1,nan,0,0,0,0,0,0,0,1,2,2,2,48.75,179.85,0,0,124.52,304.37,0
1455-ESIQH,1,1,60,0,0,2,1,2,0,0,999,nan,739,36.464635,nan,3,0,1,5,39,0,1,13.8,2,1,1,13,1,1,1,0,0,0,2,0,1,0,0,59.8,2343.85,nan,140,538.2,nan,0
3003-CMDUU,1,1,41,0,0,1,1,1,0,0,302,92708,171,nan,-117.950113,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
7025-WCBNE,nan,2,nan,2,2,2,2,nan,0,0,623,94607,1015,37.80707,-122.297401,3,0,1,4,66,0,1,7.83,0,0,3,0,0,0,0,0,0,2,0,2,3,0,1,nan,1374.2,nan,0,516.78,1890.98,0
0727-IWKVK,1,1,24,1,2,1,0,0,1,1,1012,nan,1526,nan,nan,4,0,2,0,61,2,1,46.76,0,0,3,0,0,0,0,0,2,0,0,0,2,0,3,20.55,1305.95,0,0,2852.36,4158.31,0
6823-SIDFQ,1,1,41,0,2,0,0,0,1,1,1012,nan,1526,nan,nan,3,0,0,0,nan,2,2,22.23,1,1,1,18,0,2,1,1,0,1,1,2,2,1,1,74.2,4805.65,0,0,1444.95,6250.6,0
4927-WWOOZ,1,1,73,0,1,1,0,0,1,0,582,91948,62,32.830852,-116.444601,nan,0,1,1,43,2,1,17.43,1,1,2,nan,0,1,1,0,1,1,2,2,0,1,0,103,nan,0,0,749.49,5163.79,1
2616-FLVQC,nan,2,30,0,0,0,0,0,0,0,873,nan,1066,nan,-121.329761,4,0,0,0,57,0,2,24.67,0,1,4,42,1,0,1,0,1,1,1,1,2,1,0,nan,4317.35,0,0,1406.19,5723.54,0
4361-BKAXE,1,2,40,0,0,0,0,0,0,0,950,92392,599,34.486835,-117.362274,1,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,1
7137-RYLPP,1,1,71,0,1,1,0,0,0,1,153,nan,895,37.394411,-120.127262,3,0,1,nan,43,0,1,4.59,1,1,2,5,0,1,0,1,1,0,0,1,1,1,0,94.3,3953.15,0,0,197.37,nan,0
6646-VRFOL,nan,2,nan,2,2,2,2,nan,1,1,1012,nan,1526,nan,nan,5,0,1,nan,59,0,2,24.81,1,1,0,24,0,0,2,1,1,0,0,1,2,1,0,72.1,4194.85,0,0,1463.79,5658.64,0
2533-QVMSK,nan,0,33,0,0,1,0,nan,1,1,1012,nan,1526,nan,nan,5,0,1,6,34,0,1,40.67,0,2,1,7,2,0,0,2,0,2,0,1,3,0,0,50.2,1815.3,0,0,nan,3198.08,0
6551-ZCOTS,1,0,38,0,0,1,2,1,1,0,215,nan,230,33.818477,-118.038307,3,1,2,2,7,6,1,35.26,0,2,3,0,0,2,0,0,0,0,0,0,2,2,1,19.85,144.15,0,0,246.82,390.97,0
1447-PJGGA,nan,2,nan,2,2,2,2,nan,0,0,719,95970,1358,39.424957,nan,3,0,0,0,nan,0,1,nan,1,1,2,15,0,1,1,0,1,1,0,1,0,2,0,105.5,829.55,0,0,nan,1190.83,4
2419-FSORS,1,1,48,0,2,1,1,3,0,0,672,95946,1331,39.203817,-121.19584,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
3545-CNWRG,1,0,65,0,1,2,0,0,0,0,60,90706,276,33.887676,-118.127289,nan,0,0,0,40,2,1,nan,0,1,2,4,1,1,2,0,0,0,0,2,3,1,1,nan,3233.85,0,0,1794.4,5028.25,4
9833-TGFHX,1,0,29,1,0,0,2,0,0,0,536,96056,1492,41.10831,-121.360362,3,0,0,0,nan,5,1,16.2,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,19.9,173.15,nan,0,113.4,286.55,0
0468-YRPXN,1,1,27,1,0,0,0,0,0,1,786,nan,866,37.316146,nan,3,0,0,0,10,0,1,39.39,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,20,185.4,0,0,393.9,579.3,0
7596-ZYWBB,1,0,nan,1,0,1,1,1,0,1,1012,91381,1526,34.364153,-118.615583,3,1,1,nan,8,0,2,42.67,0,2,3,0,0,0,0,0,2,0,0,0,2,0,3,19.05,201.7,0,0,341.36,543.06,0
4644-OBGFZ,1,0,72,0,2,2,0,0,0,0,196,92882,232,33.819385,-117.600213,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
2002-MZHWP,1,1,78,0,1,2,2,nan,0,0,1012,94061,1526,37.461251,-122.235414,2,0,0,0,20,4,1,5.71,0,1,2,22,0,2,0,0,0,0,0,1,0,0,1,71.3,1389.2,0,0,nan,1503.4,3
2856-HYAPG,1,2,nan,0,0,0,0,0,0,0,31,95003,815,nan,nan,1,0,0,0,43,2,0,0,0,1,1,12,0,2,1,0,2,1,2,1,0,1,0,nan,2076.2,20.29,0,0,2055.91,1
4759-PXTAN,1,0,37,0,0,0,2,nan,1,1,1012,nan,1526,nan,nan,2,0,2,0,29,0,1,44.33,0,1,2,nan,0,0,0,0,1,0,0,1,0,1,0,78.9,2384.15,0,0,1285.57,3669.72,4
3675-YDUPJ,nan,1,53,2,0,0,0,0,1,1,1012,nan,1526,nan,nan,4,0,0,0,18,0,0,0,0,1,1,30,1,0,1,2,0,0,0,1,0,0,3,33.6,550.35,0,0,0,550.35,0
2616-UUTFK,nan,2,nan,2,2,2,2,nan,0,0,104,91505,511,34.174215,-118.345928,nan,0,0,0,1,5,1,34.02,2,1,1,24,0,1,0,0,0,0,0,0,0,0,0,54.3,nan,nan,10,34.02,98.32,0
5446-DKWYW,nan,1,nan,1,0,0,0,0,1,1,1012,nan,1526,nan,nan,4,1,0,nan,33,0,1,nan,1,1,2,48,1,2,2,0,0,0,0,1,3,0,0,80.1,2603.3,nan,0,848.43,3451.73,0
6352-TWCAU,1,1,44,0,0,0,0,0,0,0,777,92123,57,32.808814,-117.134694,3,0,0,0,24,6,0,nan,0,1,0,20,1,0,0,1,0,0,0,2,2,0,1,nan,830.8,0,nan,0,nan,0
0508-SQWPL,1,0,nan,0,1,1,0,0,0,0,1012,95568,1506,41.444606,-123.471895,4,0,1,8,37,0,2,15.6,0,1,4,19,0,2,1,1,1,0,0,1,2,0,0,90,3371.75,0,nan,577.2,3948.95,0
3410-YOQBQ,1,1,38,0,0,0,0,0,0,0,497,95650,1275,nan,-121.171375,3,0,0,0,38,0,1,22.23,2,0,3,0,0,0,0,0,0,2,0,0,1,2,1,20.1,730.1,0,0,844.74,1574.84,0
0519-DRGTI,1,1,22,1,0,2,0,0,0,0,50,93304,660,35.339796,nan,4,0,2,0,65,2,1,20.43,2,0,3,0,0,0,0,0,0,0,0,0,3,1,0,25.1,1725,0,0,1327.95,3052.95,0
6384-VMJHP,1,1,54,0,0,1,2,0,0,0,516,93637,1526,nan,-120.194274,1,0,1,nan,nan,2,1,22.56,1,1,4,4,0,1,0,0,1,1,1,1,3,1,3,101.3,4113.1,nan,nan,902.4,5015.5,1
9361-YNQWJ,1,2,31,0,0,0,0,0,1,0,902,92592,129,33.507255,-117.029473,3,0,0,0,67,0,1,4.72,0,0,3,0,0,0,2,0,0,0,0,0,2,1,1,19.8,1311.3,0,0,316.24,1627.54,0
1137-DGOWI,1,1,19,1,0,1,0,0,0,0,873,95207,1081,38.002125,-121.324979,5,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
4282-YMKNA,nan,1,36,2,0,0,0,nan,0,0,931,92780,182,33.735802,-117.818805,nan,0,0,0,1,0,2,24.24,0,1,1,28,0,0,0,0,0,0,0,1,0,0,0,45.75,45.75,0,0,24.24,69.99,3
5324-KTGCG,1,2,50,0,0,1,0,0,0,1,723,92066,111,33.215251,-116.53633,5,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
8183-ONMXC,1,0,nan,1,0,0,0,0,0,0,500,90032,422,nan,nan,1,0,0,0,17,0,1,40.55,0,1,0,41,0,0,0,0,1,1,1,1,0,1,3,64.7,1093.1,nan,0,689.35,1782.45,1
9621-OUPYD,1,0,52,0,0,1,1,nan,0,0,746,95562,1443,40.485849,-124.163234,nan,0,1,3,55,2,1,27.87,0,1,2,17,0,0,2,0,0,2,0,1,3,1,1,nan,3842.6,0,0,1532.85,nan,0
8456-QDAVC,1,2,36,0,0,1,2,nan,0,0,1012,95937,1293,38.931425,-121.946081,nan,0,1,1,27,0,1,2.4,2,2,4,0,0,0,0,0,0,0,0,0,2,0,1,19.9,550.1,0,0,64.8,nan,0
5696-EXCYS,1,2,38,0,0,1,1,nan,0,0,1012,nan,1526,34.08111,-117.853935,5,0,1,1,nan,0,2,47.69,2,1,2,24,0,1,0,0,1,2,1,1,0,1,0,92.85,5305.05,0,0,2766.02,8071.07,0
6982-UQZLY,nan,2,53,0,0,1,1,1,0,0,58,nan,327,33.970343,-118.171368,3,0,1,9,72,0,1,48.04,0,0,4,0,0,0,0,0,0,0,0,0,2,0,3,19.7,1379.8,0,0,3458.88,4838.68,0
1116-DXXDF,1,0,nan,0,1,0,0,0,1,1,1012,nan,1526,nan,nan,nan,0,0,nan,10,4,0,0,0,2,4,4,0,0,0,0,0,1,0,1,0,1,0,34.7,329.8,0,0,0,329.8,5
9108-EJFJP,1,0,21,1,2,0,2,0,0,0,1012,92676,209,33.782346,-117.635263,1,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,2
9688-YGXVR,1,1,nan,0,1,1,2,0,1,1,1012,nan,1526,nan,nan,3,0,1,8,28,3,1,24.35,1,1,4,15,0,2,0,1,1,1,1,2,0,1,0,nan,2998,0,0,681.8,3679.8,0
9602-WCXPI,1,0,56,0,2,1,1,nan,1,1,1012,nan,1526,nan,nan,nan,0,1,6,13,0,1,27.62,0,0,3,0,0,0,0,2,0,0,0,0,2,0,3,20.85,nan,0,nan,359.06,631.41,0
2925-VDZHY,1,1,35,0,0,1,0,0,0,0,196,92881,244,33.833686,-117.513063,3,0,1,1,nan,0,1,12.12,1,1,0,23,1,0,1,1,1,1,1,1,2,0,1,86.65,6094.25,3.2,0,872.64,6963.69,0
8267-KFGYD,1,0,30,0,0,1,0,0,0,0,824,93955,1526,36.625114,-121.823565,2,0,1,2,1,5,1,23.63,0,1,2,52,2,0,0,0,1,0,0,1,0,1,0,79.35,79.35,0,0,23.63,102.98,3
6569-KTMDU,nan,2,nan,2,2,2,2,nan,0,0,1012,92027,103,33.141265,-116.967221,4,1,1,5,23,4,2,nan,0,1,1,nan,0,0,2,1,1,0,0,1,1,0,0,60,1347.15,0,0,31.97,1379.12,0
2675-DHUTR,1,0,21,1,0,0,2,0,0,0,568,90640,360,34.015217,-118.109962,nan,0,0,0,24,0,1,18.07,1,1,2,52,0,0,2,1,0,1,1,1,0,2,0,89.55,2259.35,0,0,433.68,2693.03,0
5167-GBFRE,nan,2,nan,2,2,2,2,nan,1,1,1012,nan,1526,nan,nan,nan,0,1,6,17,0,1,nan,2,1,1,nan,0,2,1,1,0,0,2,2,1,1,2,61.95,1070.7,0,0,809.03,nan,0
2043-WVTQJ,nan,2,nan,2,2,2,2,nan,0,0,1012,92553,298,33.923149,-117.244933,5,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
0895-LMRSF,nan,2,nan,2,2,2,2,nan,0,0,953,93277,723,36.303793,-119.375646,4,0,2,nan,30,0,1,42.49,1,2,2,73,1,0,0,1,1,1,2,0,0,0,0,106.4,nan,0,60,1274.7,nan,0
5457-COLHT,1,0,49,0,2,0,2,0,1,1,1012,nan,1526,nan,nan,5,0,2,0,20,0,1,15.87,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,nan,406.95,nan,0,317.4,724.35,0
7617-EYGLW,1,0,nan,0,0,2,0,0,0,0,739,94063,921,nan,-122.196318,3,0,0,0,65,0,0,0,0,1,0,22,2,0,1,1,1,1,1,1,2,0,1,59.95,3921.1,0,0,nan,3921.1,0
9957-YODKZ,nan,2,nan,2,2,2,2,nan,0,0,773,92410,450,34.106922,-117.297553,4,0,0,0,9,5,2,nan,0,2,3,0,2,0,0,0,0,0,0,0,0,0,3,20.25,186.15,0,0,23.4,nan,0
3011-WQKSZ,1,1,62,0,0,0,0,0,0,0,243,94568,975,37.713926,-121.928425,1,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,5
8224-IVVPA,1,0,46,0,0,1,0,nan,0,0,199,94925,1055,37.924014,-122.511694,nan,1,1,7,nan,0,1,9.06,1,1,1,30,2,1,2,1,1,1,1,2,2,2,0,87.95,6365.35,0,0,643.26,7008.61,0
6685-XSHHU,1,1,27,1,0,0,0,0,0,0,725,91739,470,34.133809,-117.523724,4,0,0,0,27,0,1,47.65,0,0,3,0,0,0,0,0,2,0,0,0,2,0,1,19.85,470,0,0,1286.55,1756.55,0
3656-TKRVZ,nan,0,32,0,0,0,0,0,0,0,941,94592,1102,38.093701,-122.276589,3,0,0,0,nan,0,1,17.87,1,1,0,26,1,0,0,0,0,1,1,1,0,1,0,66.1,nan,0,0,518.23,2430.38,0
0761-AETCS,1,1,35,0,0,1,0,nan,0,0,1012,90603,315,nan,nan,4,0,1,9,54,2,1,49.9,2,1,2,29,1,1,1,0,1,1,2,1,0,0,0,109.55,6118.95,0,0,2694.6,8813.55,0
7248-VZQLC,1,0,77,0,1,0,2,0,0,0,777,92130,87,nan,-117.202542,2,0,0,nan,23,4,1,31.17,0,1,2,nan,0,2,0,0,1,1,0,1,0,1,3,94.75,2293.6,0,0,716.91,nan,1
7294-TMAOP,1,1,55,0,0,1,1,2,0,1,207,95312,1526,nan,-120.66527,3,0,1,1,4,5,1,16.68,1,0,3,0,0,0,0,0,0,0,0,0,1,0,3,24.1,73.1,0,0,66.72,139.82,0
8805-JNRAZ,1,0,23,1,0,0,0,0,0,1,1012,91963,6,32.619465,-116.593605,nan,0,0,0,42,2,1,29.44,1,1,0,41,2,1,2,0,0,2,1,2,1,1,0,nan,2421.6,0,0,1236.48,3658.08,0
9524-EGPJC,1,1,28,1,0,1,0,0,0,0,786,95120,835,37.186141,-121.843554,3,0,1,10,nan,0,1,13.97,1,1,2,48,0,1,2,0,0,1,1,1,3,0,1,nan,nan,nan,0,474.98,3475.23,0
3563-SVYLG,nan,2,nan,2,2,2,2,nan,0,0,783,94074,871,37.331762,-122.341444,3,0,2,0,11,4,1,29.16,0,1,1,3,0,0,0,0,0,0,0,1,0,1,1,44.65,472.25,0,0,320.76,793.01,0
1216-BGTSP,1,2,47,0,0,1,1,2,0,0,745,95974,1370,39.495768,-121.747472,3,0,2,nan,nan,0,1,1.38,0,2,2,16,2,2,0,0,0,0,0,2,0,0,1,nan,320.4,0,0,nan,327.3,0
5777-KJIRB,1,1,34,0,0,1,2,0,0,0,446,92694,137,nan,-117.640055,nan,0,1,7,71,0,1,34.39,1,1,1,5,1,1,0,1,1,0,0,2,2,0,1,73.5,nan,0,0,2441.69,7799.44,0
8024-XNAFQ,1,0,80,0,1,0,0,nan,1,0,245,93621,785,36.789213,-119.140338,1,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,2
2386-LAHRK,nan,1,62,0,0,1,1,3,0,1,3,nan,465,34.129058,-118.759788,1,0,1,1,2,0,1,5.67,1,1,1,53,1,0,0,0,2,0,0,1,0,0,1,56.7,113.55,0,0,11.34,124.89,1
4012-YCFAI,1,0,45,0,0,0,0,0,0,0,882,92586,1526,33.707483,-117.200006,2,0,0,0,30,3,1,9.34,0,1,2,8,0,0,0,1,1,0,0,1,0,0,0,85.15,2555.9,0,0,280.2,2836.1,3
6861-OKBCE,nan,2,nan,2,2,2,2,nan,0,0,88,92003,117,33.290907,-117.202895,3,1,0,0,10,4,2,1.48,0,1,4,25,0,1,0,0,1,2,0,0,0,1,1,59.65,638.95,0,90,14.8,743.75,0
1705-GUHPV,1,0,25,1,0,0,0,0,0,0,500,nan,462,34.127194,-118.295647,4,1,0,0,nan,6,1,19.41,0,1,0,27,1,1,0,0,0,0,0,1,3,1,3,55.3,1530.6,0,0,582.3,2112.9,0
2995-YWTCD,nan,2,nan,2,2,2,2,nan,0,0,942,92082,114,33.25283,-116.986079,5,1,2,0,15,6,1,16.13,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,19.8,309.4,0,0,241.95,551.35,0
1163-ONYEY,nan,2,nan,2,2,2,2,nan,0,0,536,96056,1492,41.10831,-121.360362,4,0,1,8,24,6,1,30.41,0,0,3,0,0,2,0,2,2,0,0,0,2,2,3,19.7,452.55,0,0,729.84,1182.39,0
7576-OYWBN,1,0,44,0,0,1,1,1,0,0,905,96132,1487,41.027281,-120.669427,5,0,1,3,nan,0,2,24.94,1,1,2,30,0,1,1,0,0,0,0,1,2,1,1,nan,5746.75,0,0,1695.92,7442.67,0
1930-BZLHI,1,2,nan,0,0,0,1,3,0,0,1012,93608,741,36.488056,-120.407691,3,0,0,0,1,6,2,9,0,1,0,53,1,0,0,0,0,0,0,1,0,0,3,nan,49.9,0,0,nan,58.9,0
6614-VBEGU,1,1,nan,1,0,1,0,0,1,1,1012,nan,1526,nan,nan,4,0,1,1,23,0,1,18.05,1,1,2,51,0,2,2,0,0,0,0,1,3,0,0,84.25,1968.1,8.3,0,415.15,2374.95,0
8220-OCUFY,nan,2,nan,2,2,2,2,nan,0,0,534,93250,687,35.666886,-119.186717,nan,0,0,0,11,4,1,40.96,0,1,1,52,1,0,1,0,0,1,1,0,0,0,0,64.05,nan,0,90,nan,1274.51,0
0021-IKXGC,1,0,39,0,2,0,0,0,0,0,839,nan,699,35.924252,nan,2,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,4
5959-BELXA,1,1,61,0,0,1,1,2,0,0,786,95139,837,37.218705,-121.762429,3,1,1,2,72,0,2,nan,1,0,3,0,2,0,0,0,0,0,0,2,2,0,1,26.1,1851.45,0,0,2442.24,4293.69,0
9233-PSYHO,nan,0,40,0,0,0,0,0,0,0,789,94579,971,37.687264,-122.15728,4,0,0,0,2,5,1,43.27,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,20,40.9,0,0,86.54,127.44,0
0023-HGHWL,1,0,58,0,0,2,2,0,0,0,495,90807,239,33.830099,-118.182239,2,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,2
6087-YPWHO,1,1,19,1,0,1,0,0,0,0,187,95310,1101,38.085839,-120.37855,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
5317-FLPJF,1,1,38,0,0,1,1,1,0,0,403,92602,177,33.720359,-117.733655,3,0,1,3,56,2,1,42.16,1,1,2,nan,0,0,1,1,1,1,2,1,2,1,3,103.2,5873.75,0,0,2360.96,8234.71,0
1927-QEWMY,1,1,48,0,2,1,1,nan,0,0,447,94549,1050,37.907777,-122.127161,nan,0,1,1,17,4,1,29.87,1,1,1,53,0,1,1,1,0,2,0,2,0,1,2,66.7,nan,0,nan,nan,1584.84,0
9350-ZXYJC,1,1,60,2,0,2,0,0,0,0,514,95552,1526,40.390301,-123.412327,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
1724-BQUHA,1,0,66,0,1,1,0,0,1,1,1012,nan,1526,nan,nan,1,0,1,1,65,0,1,18.69,1,1,2,30,2,1,1,0,1,1,0,1,1,1,0,106.25,6979.8,0,0,1214.85,8194.65,1
1047-NNCBF,1,0,68,0,1,0,0,0,0,0,895,nan,1339,39.24124,nan,2,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,2
8625-AZYZY,1,1,42,0,0,1,0,0,1,1,1012,nan,1526,nan,nan,3,0,1,7,68,1,0,0,0,1,0,16,1,2,2,0,1,1,1,1,2,1,0,54.1,3794.5,0,0,0,3794.5,0
4018-KJYUY,1,0,23,1,2,0,2,0,0,0,191,94519,1526,37.990118,-122.012188,4,1,2,0,31,0,1,nan,1,2,2,58,1,1,0,0,2,1,1,1,0,0,0,104.35,3205.6,0,0,1417.01,4622.61,0
9068-FHQHD,1,0,nan,2,0,1,0,nan,1,1,1012,nan,1526,nan,nan,4,0,1,7,72,1,1,12.85,1,1,2,24,0,1,1,1,1,1,1,0,2,1,0,110.15,7998.8,0,70,925.2,8994,0
7026-YMSBE,1,0,69,0,1,1,0,nan,1,1,1012,nan,1526,nan,nan,3,1,1,5,29,0,0,0,0,1,0,23,2,0,1,0,0,1,0,1,1,1,0,45,1228.65,0,0,0,nan,0
5176-OLSKT,1,1,67,0,1,1,2,0,1,1,1012,nan,1526,nan,nan,1,0,1,1,3,5,0,0,0,1,1,20,0,0,0,0,1,0,0,1,0,1,1,36.45,93.7,0,0,0,93.7,1
4547-KQRTM,nan,2,nan,2,2,2,2,nan,0,0,765,95828,1188,38.486938,-121.395805,nan,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,1
2582-FFFZR,nan,0,nan,0,1,1,0,0,1,1,1012,nan,1526,nan,nan,3,0,1,1,53,0,1,47.64,0,2,2,25,0,1,1,2,1,0,0,1,1,2,0,94,nan,0,0,2524.92,7396.37,0
9514-JDSKI,1,1,67,0,1,0,0,0,0,1,783,94074,871,37.331762,-122.341444,4,0,0,0,5,5,1,nan,0,1,2,15,0,1,0,0,0,1,1,1,2,1,0,nan,408.5,0,nan,91.9,500.4,0
9821-POOTN,nan,0,68,0,1,1,0,0,1,0,497,95650,1275,38.809175,-121.171375,1,0,2,1,56,0,1,33.81,1,1,0,29,0,0,1,0,1,1,2,0,0,1,0,100.65,5688.05,0,130,1893.36,7711.41,3
4361-FEBGN,1,0,29,1,0,0,0,0,0,0,780,94107,994,37.768881,-122.395521,4,0,0,0,71,0,1,41.92,1,1,2,53,0,2,1,1,1,2,1,1,2,1,0,111.25,7984.15,0,0,2976.32,10960.47,0
1264-BYWMS,nan,2,42,2,0,2,1,2,1,0,707,nan,1242,38.672708,-122.403219,1,1,2,1,nan,0,2,0,0,1,1,12,0,0,0,1,1,0,0,0,3,0,0,40.1,40.1,nan,10,0,50.1,3
8058-JMEQO,1,0,nan,0,0,1,0,0,0,0,1012,92262,1526,33.839989,-116.659215,nan,0,1,nan,29,0,1,5.39,2,1,2,17,0,0,0,0,0,0,0,1,0,1,0,74.95,2149.05,0,0,nan,2305.36,0
3932-CMDTD,1,1,nan,0,0,0,0,0,0,0,1012,91208,525,34.195386,-118.238508,5,0,0,0,43,0,1,3.18,0,0,4,0,0,0,0,2,0,0,0,0,2,0,1,19.55,876.15,15.17,0,136.74,997.72,0
9631-XEYKE,nan,2,nan,2,2,2,2,nan,0,0,777,nan,59,32.825086,-117.199424,nan,0,1,nan,11,4,1,21.58,1,1,2,30,0,0,0,0,0,0,0,1,3,1,0,74.95,825.7,nan,0,237.38,1063.08,1
2208-UGTGR,1,0,72,0,1,0,0,0,0,0,953,93291,729,36.391777,-119.372842,nan,0,0,0,39,0,2,10.03,1,1,2,13,0,2,2,0,1,1,0,1,2,1,0,99.75,4036,0,0,391.17,nan,0
7354-OIJLX,nan,2,nan,2,2,2,2,nan,1,0,693,94565,1084,38.006047,-121.916834,nan,0,0,0,nan,0,1,43.72,1,1,2,21,0,0,1,2,0,1,2,1,0,2,0,91.85,257.05,0,0,nan,388.21,3
0257-ZESQC,1,1,56,0,0,1,1,1,0,0,241,95936,1375,39.578792,nan,4,0,1,4,72,1,2,5.81,1,1,2,29,1,1,1,1,1,1,2,1,2,1,1,114.05,8289.2,0,0,418.32,8707.52,0
9210-IAHGH,nan,2,nan,2,2,2,2,nan,0,1,737,90277,1526,33.830453,nan,3,0,0,nan,26,0,1,38.04,1,1,1,73,1,1,2,0,0,0,0,2,1,0,0,61.55,1581.95,0,0,989.04,2570.99,0
9738-QLWTP,nan,2,nan,2,2,2,2,nan,0,0,583,96067,1503,41.33832,-122.290756,3,0,0,0,17,0,1,34.02,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,21.1,385.55,0,0,nan,963.89,0
7394-FKDNK,1,0,70,0,1,0,0,0,0,0,1012,93662,749,36.545322,-119.642281,3,0,0,0,nan,0,1,31.13,0,1,4,5,0,0,0,0,0,0,0,2,0,1,0,69.65,69.65,0,nan,31.13,100.78,3
