Age,Married,Gender,Number_of_Dependents(mean/93460.99382 as:0.458579),Zip_Code,Total_Revenue,Satisfication_Score,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Churn_Category
44,1,1,1,96132,7442.67,5,3,32.40104487,0,0.905519177,24.94,1,1,1,30,0,1,1,0,0,0,0,1,730,1,2,64.19761171,5746.75,0,0,1695.92,0
46.78522868,0,1.507892293,3,93608,58.9,3,0,1,1.390003085,0.905519177,9,0,1,2,53,1,0,0,0,0,0,0,1,30,0,1.505276226,64.19761171,49.9,0,0,751.9429664,0
46.78522868,1,2,0,93460.99382,2374.95,4,1,23,0,1,18.05,1,1,1,51,0,0.334686232,0.333333333,0,0,0,0,1,292.0086393,0,1,84.25,1968.1,8.3,0,415.15,0
46.78522868,0.466172382,1.507892293,0.458721291,93250,1274.51,3.260452152,0,11,4,1,40.96,0,1,3,52,1,0,1,0,0,1,1,0,30,0,1,64.05,2259.597129,0,90,751.9429664,0
39,0,1,0,93460.99382,3025.38111,2,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,4
61,1,2,2,95139,4293.69,3,2,72,0,0.905519177,23.00672558,1,0,0,0,0.284034653,0,0,0,0,0,0,0.666460778,730,0,2,26.1,1851.45,0,0,2442.24,0
40,0,1,0,94579,127.44,4,0,2,5,1,43.27,0,0,0,0,0,0,0,0,0,0,0,0,30,0.578473945,3,20,40.9,0,0,86.54,0
58,0.466172382,1,0,90807,3025.38111,2,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,2
19,1,2,0,95310,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
38,1,2,1,92602,8234.71,3,3,56,2,1,42.16,1,1,1,20.32366698,0,0,1,1,1,1,0.346009975,1,730,1,1.505276226,103.2,5873.75,0,0,2360.96,0
48,1,2,0.458721291,94549,1584.84,3.260452152,1,17,4,1,29.87,1,1,3,53,0,1,1,1,0,0.379523662,0,0.666460778,30,1,3,66.7,2259.597129,0,6.506550218,751.9429664,0
60,0.466172382,2,0,95552,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
66,1,1,0,93460.99382,8194.65,1,1,65,0,1,18.69,1,1,1,30,0.284034653,1,1,0,1,1,0,1,365,1,1,106.25,6979.8,0,0,1214.85,1
68,0,1,0,93460.99382,3025.38111,2,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,2
42,1,2,0,93460.99382,3794.5,3,7,68,1,0,0,0,1,2,16,1,0.334686232,0.333333333,0,1,1,1,1,730,1,1,54.1,3794.5,0,0,0,0
23,0,1,0,94519,4622.61,4,0,31,0,1,23.00672558,1,0.774630542,1,58,1,1,0,0,0.377661216,1,1,1,30,0,1,104.35,3205.6,0,0,1417.01,0
46.78522868,1,1,0.458721291,93460.99382,8994,4,7,72,1,1,12.85,1,1,1,24,0,1,1,1,1,1,1,0,730,1,1,110.15,7998.8,0,70,925.2,0
69,1,1,0.458721291,93460.99382,3025.38111,3,5,29,0,0,0,0,1,2,23,0.284034653,0,1,0,0,1,0,1,365,1,1,45,1228.65,0,0,0,0
67,1,2,0,93460.99382,93.7,1,1,3,5,0,0,0,1,3,20,0,0,0,0,1,0,0,1,30,1,2,36.45,93.7,0,0,0,1
46.78522868,0.466172382,1.507892293,0.458721291,95828,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,1
46.78522868,1,1,0,93460.99382,7396.37,3,1,53,0,1,47.64,0,0.774630542,1,25,0,1,1,0.284119107,1,0,0,1,365,0.578473945,1,94,2259.597129,0,0,2524.92,0
67,0,2,0,94074,500.4,4,0,5,5,1,23.00672558,0,1,1,15,0,1,0,0,0,1,1,1,730,1,1,64.19761171,408.5,0,6.506550218,91.9,0
68,1,1,0,95650,7711.41,1,1,56,0,1,33.81,1,1,2,29,0,0,1,0,1,1,0.346009975,0,30,1,1,100.65,5688.05,0,130,1893.36,3
29,0,1,0,94107,10960.47,4,0,71,0,1,41.92,1,1,1,53,0,0.334686232,1,1,1,0.379523662,1,1,730,1,1,111.25,7984.15,0,0,2976.32,0
42,0.466172382,1.507892293,2,93460.99382,50.1,1,1,32.40104487,0,0.905519177,0,0,1,3,12,0,0,0,1,1,0,0,0,292.0086393,0,1,40.1,40.1,2.040018645,10,0,3
46.78522868,1,1,0,92262,2305.36,3.260452152,1.840825123,29,0,1,5.39,0.417030568,1,1,17,0,0,0,0,0,0,0,1,30,1,1,74.95,2149.05,0,0,751.9429664,0
46.78522868,0,2,0,91208,997.72,5,0,43,0,1,3.18,0,0,1.370243294,0,0,0,0,0.284119107,0,0,0,0,730,0,2,19.55,876.15,15.17,0,136.74,0
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,1063.08,3.260452152,1.840825123,11,4,1,21.58,1,1,1,30,0,0,0,0,0,0,0,1,292.0086393,1,1,74.95,825.7,2.040018645,0,237.38,1
72,0,1,0,93291,3025.38111,3.260452152,0,39,0,0.905519177,10.03,1,1,1,13,0,0.334686232,0.333333333,0,1,1,0,1,730,1,1,99.75,4036,0,0,391.17,0
46.78522868,0.466172382,1.507892293,0.458721291,94565,388.21,3.260452152,0,32.40104487,0,1,43.72,1,1,1,21,0,0,1,0.284119107,0,1,0.346009975,1,30,0.578473945,1,91.85,257.05,0,0,751.9429664,3
56,1,2,1,95936,8707.52,4,4,72,1,0.905519177,5.81,1,1,1,29,1,1,1,1,1,1,0.346009975,1,730,1,2,114.05,8289.2,0,0,418.32,0
46.78522868,0.466172382,1.507892293,0.458721291,90277,2570.99,3,1.840825123,26,0,1,38.04,1,1,3,73,1,1,0.333333333,0,0,0,0,0.666460778,365,0,1,61.55,1581.95,0,0,989.04,0
46.78522868,0.466172382,1.507892293,0.458721291,96067,963.89,3,0,17,0,1,34.02,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,21.1,385.55,0,0,751.9429664,0
70,0,1,0,93662,100.78,3,0,32.40104487,0,1,31.13,0,1,1.370243294,5,0,0,0,0,0,0,0,0.666460778,30,1,1,69.65,69.65,0,6.506550218,31.13,3
36,1,1.507892293,0,93460.99382,2873.75,3.260452152,1,25,0,1,24.64,0,1,1.370243294,5,0,0.334686232,1,0,1,0,0,1,30,1,1,64.19761171,2257.75,0,0,616,1
70,0.466172382,2,0,96125,3025.38111,2,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,5
30,0.466172382,1,0,93665,3025.38111,3,0,13,0,0.905519177,0,0,1,3,53,0,0,0,0,0,0,0,1,30,0.578473945,1.505276226,23.9,300.8,0,0,0,2
28,1,1,1,96019,11688.9,3,10,72,0,1,23.00672558,1,1,1,48,1,1,1,1,0.377661216,1,1,1,730,1,1,117.6,8308.9,5.44,0,3385.44,0
46.78522868,0.466172382,1.507892293,0.458721291,96069,82.39,1,0,1,0,1,23.00672558,0,1,3,22,0.284034653,0,0,0,0,1,1,1,30,1,1,56.25,2259.597129,2.040018645,0,751.9429664,4
58,0,2,0.458721291,95127,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
46.78522868,1,1,2,93460.99382,8192.43,3,8,72,0,1,18.74,1,1,1.370243294,19,0.284034653,1,0,0,1,0,0,0.666460778,730,1,1,95.1,6843.15,0,0,1349.28,0
52,0,2,0,93306,4271.96,3.260452152,0,35,0,1,41.21,1,1,1.370243294,6,0,0,0,0,0.377661216,0,0,1,30,0,1,83.15,2848.45,2.040018645,0,1442.35,0
46.78522868,0.466172382,1.507892293,0.458721291,95119,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
46.78522868,1,2,0.458721291,92590,9602.3,3.260452152,5,32.40104487,0,0.905519177,28.5,1,1,1,5,1,1,1,0,0,1,0,0.666460778,730,0.578473945,2,102.65,7550.3,0,0,751.9429664,0
80,0,2,0.458721291,95303,679.97,1,0,8,0,1,14.89,0,1,1,20,0,0,0,0,0,0,0.346009975,1,292.0086393,1,1,69.7,560.85,0,0,119.12,2
20,1,2,1,93460.99382,2423.24,3,6,31,0,1,25.04,0,1,3,71,0,0,0.333333333,1,0.377661216,0,0,1,292.0086393,0,2,54.35,1647,0,0,776.24,0
46.78522868,0.466172382,2,0,95425,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
22,0,2,0,92612,354.61,3,0,6,0,1,3.16,0,1,3,41,1,1,0,0,0,0,0,1,30,1,1,55.7,335.65,0,0,751.9429664,0
71,1,2,0,94533,10162,2,6,66,0,1,49.85,1,0.774630542,1,14,0.284034653,0,0,1,1,1,0,0.666460778,30,1,2,100.05,6871.9,0,6.506550218,3290.1,4
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,4674.01,4,9,32.40104487,2,1,1.27,0,1,3,24,0,0,1,1,1,1,1,0.666460778,730,1,1.505276226,73.8,2259.597129,49.51,30,77.47,0
36,1,1,3,96010,3025.38111,3.260452152,10,44,2,0.905519177,43.7,0,1,3,75,1,0,0,0.284119107,0,0,0.346009975,0.666460778,30,0,1,56.25,2419.55,14.78,40,1922.8,0
62,0,1,0,91203,68.45,1,0,1,5,1,48.25,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,20.2,20.2,0,0,48.25,4
80,0,1,0,95110,3025.38111,1,0,17,4,0.905519177,30.37,0,1,1,28,0,1,1,0,1,0,0,1,30,1,1,89.15,1496.9,0,0,751.9429664,2
46.78522868,0,1,0,95328,3025.38111,3,0,12,0,1,32.32,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1.505276226,64.19761171,246.7,0,0,387.84,0
46.78522868,0.466172382,1.507892293,0.458721291,94536,3025.38111,4,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
78,1,1,0,92705,9578.93,5,1,72,1,1,23.00672558,1,1,1,10,0,0.334686232,1,0,1,1,0,1,292.0086393,0,2,105,7578.05,2.040018645,0,2000.88,0
46.78522868,1,2,1,95327,9077.03,5,3,61,2,1,23.00672558,0,1,1.370243294,19,0,1,1,1,1,1,1,1,365,0,2,103.9,6449.15,0,0,2627.88,0
75,1,1.507892293,0.458721291,93208,2005.85,1,7,20,0,1,23.00672558,1,1,1,10,0,0,0,0.284119107,1,1,0.346009975,1,30,1,1,94.55,1899.65,0,0,751.9429664,1
43,0.466172382,1,0,93460.99382,3672.62,5,1.840825123,57,0,1,44.86,0,0,0,20.32366698,0,0,0.333333333,0,0.377661216,0,0,0,730,0,1,19.9,1115.6,0,0,2557.02,0
20,0,1,0,92065,4242.43,3.260452152,0,36,0,1,19.64,0,0.774630542,1.370243294,20.32366698,0,1,0,0,1,1,0.346009975,1,30,1,2,94.8,3565.65,2.040018645,6.506550218,707.04,0
29,1,1,0,95962,6730.06,4,1,32.40104487,0,1,31.27,1,0.774630542,3,59,1,0.334686232,1,1,0.377661216,1,1,1,730,1,1,84.3,4916.4,0,0,1813.66,0
46.78522868,0.466172382,1.507892293,0.458721291,93648,3576.43,1,1,27,0,1,39.49,1,1,1,7,0,1,1,0,0.377661216,1,1,1,30,1,1,95.55,2510.2,0,0,1066.23,2
46.78522868,1,1,0.458721291,93460.99382,595.65,5,8,5,0,1,47.91,0.417030568,1,1,73,0,0,0,0,1,0,0,1,30,1,1.505276226,80.85,356.1,0,0,239.55,0
46.78522868,1,2,1,91205,3025.38111,5,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
23,1,1.507892293,0,94121,2491.1,3,1,60,2,1,16.42,1,0,1.370243294,0,0,0,0,0.284119107,0,0,0,0,365,0,1,24.15,1505.9,0,0,985.2,0
23,0,2,0,95420,3025.38111,1,0,1,1.390003085,1,48.03,0.417030568,1,2,73,0.284034653,0,0,0.284119107,0.377661216,0,1,1,30,0,2,45.05,2259.597129,0,0,48.03,1
19,0,2,0,90304,61.3,3.260452152,0,1,5,0.905519177,41.1,0,0,0,0,0.284034653,0,0,0.284119107,0,0,0,0,30,0.578473945,1.505276226,20.2,20.2,0,0,41.1,0
71,1,2,0,93460.99382,99.99,3.260452152,1,1,0,1,4.89,1,1,1,11,0,0,0.333333333,0,1,1,0,1,30,1,1,95.1,95.1,0,0,4.89,4
38,0,2,0,93460.99382,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
75,0.466172382,1,0.458721291,95551,3025.38111,2,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,3
46.78522868,0.466172382,1.507892293,0.458721291,94530,6720.89,3,0,46,2,0.905519177,41.17,1,1,1.370243294,30,0,1,1,0,1,1,1,1,730,1,1,104.45,4863.85,36.78,0,1893.82,0
55,1,1,0,95376,3025.38111,4,9,31,0,1,28.8,0,1,2,15,1,0,0,1,0,1,1,1,365,1,1.505276226,64,1910.75,0,0,892.8,0
72,1,1.507892293,1,93301,3025.38111,3,1,47,0,1,42.29,0.417030568,1,1,22,0,1,0,0,1,0,0,0,365,1,1,64.19761171,4018.05,0,6.506550218,1987.63,0
47,1,1,0,95621,9701.28,3.260452152,8,72,1,1,43.29,1,0.774630542,1.370243294,16,1,1,1,1,1,1,1,0,730,0,1,92,2259.597129,0,110,3116.88,0
46.78522868,0.466172382,1.507892293,0.458721291,95527,3025.38111,3.260452152,1.840825123,1,1.390003085,1,17.37,0,1,1,25,0,0,0,0,0,0,0,1,30,1,1,70.1,70.1,2.040018645,0,17.37,1
48,1,1,0,95607,2682.03,5,3,71,0,1,11.18,1,0,0,0,0,0.334686232,0,0,0,0,0,0,730,0,2,25.6,1888.25,0,0,751.9429664,0
54,1,2,0,93460.99382,1047.83,2,1,9,0,1,17.47,0,0.774630542,1,6,0,1,0.333333333,1,1,0.379523662,0,1,30,1,2,94.85,890.6,0,0,157.23,5
39,1,1,3,95728,3025.38111,3,2,60,0,0.905519177,0,0,1,2,51,0,1,0,0,1,1,1,1,30,1,1,49.75,2259.597129,0,0,0,0
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,44.35,3.260452152,9,1,1.390003085,1,25.1,0,0,0,0,0,0,0,0,0,0,0,0,292.0086393,0.578473945,1,19.25,19.25,0,6.506550218,25.1,0
62,0,1,3,90740,585.01,2,0,11,4,1,23.00672558,0,0,0,0,0.284034653,0,0.333333333,0,0,0,0,0,30,0,2,64.19761171,221.35,0,0,363.66,3
56,0,1,0.458721291,95818,1901.89,4,0,39,0,0,0,0,1,3,6,0,0,1,0,1,0.379523662,1,1,30,1,2,50.65,1905.4,3.51,0,0,0
56,0,2,0,93460.99382,33.56,5,0,32.40104487,0,0.905519177,13.51,0,0,0,0,0,0,0.333333333,0.284119107,0.377661216,0,0,0,30,0,1.505276226,20.05,20.05,2.040018645,6.506550218,13.51,0
67,0,2,0,93460.99382,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
65,1,2,0,93451,5579.87,3.260452152,1.840825123,48,0,1,25.19,1,1,1,22,0,0,0.333333333,0,0,1,1,1,730,1,2,91.05,4370.75,0,0,1209.12,0
63,0,2,0.458721291,91001,2453.92,5,1.840825123,48,0,1,32.04,0,0,0,0,0,0.334686232,0,0,0,0,0.346009975,0.666460778,292.0086393,0,2,19.85,916,2.040018645,0,1537.92,0
46.78522868,0,2,0,93460.99382,1044.48,3.260452152,0,12,0,1,23.00672558,0,1,1,16,0.284034653,0,0,0,1,0,0,1,30,0.578473945,1,81.45,2259.597129,0,6.506550218,132.48,0
58,0,2,2,90293,1400.46,3.260452152,0,18,4,1,34.07,0,1,3,28,0,0,0.333333333,0,0,0.379523662,0,0,30,0.578473945,2,45.65,2259.597129,0,6.506550218,751.9429664,0
35,1,2,2,94535,2254.1,3.260452152,10,59,1.390003085,1,18.75,0,0.774630542,0,20.32366698,0,0,0.333333333,0,0,0,0,0,730,0,1.505276226,19.5,1147.85,0,0,1106.25,0
46.78522868,1,2,0,93256,78.25,4,1,3,5,0,0,0,1,3,12,0,0,0,0,0,0,0,1,30,0,2,25,78.25,2.040018645,0,0,0
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,4541.99,4,3,66,1,1,42.84,0.417030568,0,0,20.32366698,0,0,0,0,0,0,0,0,365,0.578473945,2,25.7,1714.55,0,0,2827.44,0
27,0,1,0,92879,389.95,3,0,13,1.390003085,0,0,0,1,3,27,0,1,0.333333333,0,0,0,0,1,30,1,1,31.65,389.95,0,0,0,0
62,1,2,3,93460.99382,5069.91,3,10,49,2,1,11.74,0,0.774630542,1,20,0,1,1,0,1,0,0,1,30,1,2,90.4,4494.65,0,0,575.26,0
46.78522868,0,2,0.458721291,93460.99382,3025.38111,1,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,2
30,0,1,0,93460.99382,134.8,4,0,5,5,1,3.37,0,0,0,0,0,0,0.333333333,0,0,0.379523662,0,0,30,0.578473945,2,20.15,117.95,0,0,16.85,0
62,1,2,0,95694,2114.55,3.260452152,1.840825123,15,0,1,40.7,1,1,1,29,0,0.334686232,1,0,1,1,1,1,30,1,1,101.1,1504.05,0,0,751.9429664,1
50,0,2,0.458721291,95247,6276.05,3,0,65,2,1,2.72,0.417030568,1,1,16,1,0,0,1,0,1,1,0,365,0,1,93.55,2259.597129,0,30,176.8,0
41,1,2,0.458721291,94541,10205.35,3,5,32.40104487,1.390003085,1,36.05,1,1,1,14,1,0.334686232,1,0,1,1,1,1,730,0.578473945,1.505276226,105.25,7609.75,0,0,2595.6,0
45,0,1,0,96076,3025.38111,4,0,24,1.390003085,0.905519177,30.18,0,1,3,4,1,0,0,1,0,0,0,1,292.0086393,0,1.505276226,56.35,1381.2,2.040018645,0,724.32,0
46.78522868,0.466172382,1.507892293,0.458721291,93454,1653.45,3,10,32,1.390003085,0,0,0,1,3,19,0,0,1,0.284119107,1,1,1,1,30,0,2,50.6,1653.45,0,0,0,0
60,1,1.507892293,0,93460.99382,4594.11,3,8,32.40104487,1.390003085,1,20.58,1,1,1.370243294,13,0,0,1,1,0,0.379523662,0,1,30,1,2,85.9,3729.75,0,0,864.36,0
39,0,2,0,95476,238.36,3,0,3,0,1,6.97,1,1,1.370243294,14,0,0,0,0,0,0,0,1,30,0,1,74.5,217.45,0,0,20.91,0
49,1,1,2,95123,7750.07,3,1.840825123,67,0,1,43.01,1,1,1.370243294,16,1,0.334686232,0,1,0.377661216,0,0,0.666460778,730,0,2,74,4868.4,2.040018645,0,2881.67,0
44,0,2,0,92308,8887.86,4,0,66,0,1,30.96,0.417030568,1,1,11,0.284034653,0,1,1,0.377661216,1,1,1,730,1,1.505276226,105.65,6844.5,0,6.506550218,2043.36,0
38,0.466172382,1,0,93460.99382,8776.4,4,7,68,1,1,47.95,0,1,3,14,0.284034653,1,0.333333333,1,1,0.379523662,1,1,730,1,1,79.6,5515.8,0,0,3260.6,0
59,0.466172382,2,1,92110,144.85,5,0,5,5,1,12.22,0.417030568,0,0,0,0,0,0,0,0,0.379523662,0,0.666460778,30,0,2,20.2,83.75,0,0,751.9429664,0
60,0.466172382,1,0,95311,6386.32,3,0,61,2,1,14.52,1,1,1,27,0,0,1,0,0,1,1,1,30,0,2,89.2,5500.6,0,0,885.72,0
46.78522868,0.466172382,1.507892293,0.458721291,92121,3025.38111,3,0,22,0,1,33.53,0,1,3,20.32366698,0,1,0,1,0,0,0,1,365,1,2,55.15,1193.05,0,0,737.66,1
47,0,1.507892293,0,91103,1473.24,3,1.840825123,13,0,1,34.18,0,1,1,19,0.284034653,0,0,0,1,0.379523662,0,1,292.0086393,1,2,81.9,1028.9,0,0,444.34,0
47,1,2,0.458721291,92551,8849.56,4,9,32.40104487,1,1,22.49,1,1,1,11,0,1,1,0.284119107,1,1,1,1,730,1,1,105,7297.75,0,0,1551.81,0
58,1,2,0,91733,10788.56,4,9,72,1,1,40.78,1,1,1.370243294,22,1,1,0,1,1,1,0.346009975,1,730,0.578473945,1.505276226,109.95,7852.4,0,0,2936.16,0
51,1,2,0,92109,993.18,2,1,8,0,1,47.91,0,1,1,23,1,0,0,0,0,0,0,1,30,1,1,74.5,2259.597129,2.040018645,0,383.28,1
49,0,1,0,92708,7355.78,4,0,66,1,0.905519177,19.68,1,1,1,28,0,0,1,0,1,0,0,1,365,1,1,92.15,6056.9,0,0,1298.88,0
39,1,2,2,92780,2983.65,3,1,68,1,0,23.00672558,0,1,3,19,1,1,0,0,1,0,0.346009975,1,365,0,2,44.8,2983.65,0,0,0,0
49,0,1,0.458721291,92227,3544.84,3.260452152,0,27,0,0.905519177,35.17,1,1,1,24,0.284034653,0,0,0,1,1,1,0.666460778,30,1,1.505276226,95.6,2595.25,0,6.506550218,949.59,0
45,0,2,0,93105,867.74,3,0,9,5,1,32.31,0,1,2,24,1,0,1,1,0,1,0.346009975,1,30,1,1,68.25,576.95,0,0,290.79,0
46.78522868,0.466172382,1.507892293,0.458721291,94805,427.9,2,1,5,0,1,1.16,1,1,1,7,0,1,0,0.284119107,0,0,0,0,292.0086393,1,1,78.75,412.1,0,10,5.8,5
73,0.466172382,2,0,93460.99382,3025.38111,1,1.840825123,37,3,1,23.00672558,0.417030568,1,1,19,0,0.334686232,1,0,1,1,0,1,30,1,1,64.19761171,3744.05,0,0,1408.22,1
40,1,1.507892293,2,93452,3025.38111,4,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
40,0,2,0,93460.99382,790.7,4,0,14,0,1,23.00672558,1,0,0,0,0,0,0,0,0,0.379523662,0,0,365,1,2,24.8,321.7,0,0,469,0
42,0,2,0,92257,3025.38111,3,0,44,2,1,34.98,0,1,2,2,1,0,0,1,1,0.379523662,0,1,365,0,1,65.4,2774.55,2.040018645,0,1539.12,0
55,0,1,0,93460.99382,1773.05,1,0,32.40104487,0,1,13.65,1,1,1,5,0,1,0.333333333,0,1,0,0,1,30,1,2,90,1527.35,0,0,245.7,1
44,1,1,0,93460.99382,1343.44,5,6,24,0,0.905519177,35.86,0,0,0,0,0,0,0.333333333,0.284119107,0,0.379523662,0,0,365,0,1.505276226,20.4,482.8,2.040018645,0,860.64,0
48,0,1,0,94544,6842.3,3,0,71,1,1,18.2,0,1,1.370243294,28,1,0.334686232,1,1,1,0,0.346009975,1,730,0,2,77.35,5550.1,0,0,1292.2,0
46.78522868,0.466172382,1.507892293,0.458721291,94129,11795.78,3,2,72,1,1,44.89,1,0.774630542,1,24,1,0.334686232,1,1,1,1,0,0.666460778,730,1,2,64.19761171,8443.7,0,120,3232.08,0
47,0,2,0,92070,4589.82,3.260452152,0,39,0,1,35.13,0,1,1,29,0,0,1,0.284119107,0,0,0,0.666460778,365,0,1,81.9,3219.75,2.040018645,0,1370.07,0
23,0.466172382,2,0,93635,443.98,3,0,32.40104487,5,1,35.21,0,0,0,0,0,0,0,0,0,0,0,0,30,0.578473945,2,20.45,162.3,0,6.506550218,281.68,0
26,0,2,0,93245,3472.5,5,0,40,2,1,34.49,0,1,3,73,0,0,0,1,0.377661216,0,0,1,30,0.578473945,1,51.1,2092.9,0,0,751.9429664,0
43,0,2,2,92582,3454.45,3.260452152,0,54,0,1,6.7,1,1,2,16,0,1,0,0,0,0,0,1,30,1,1.505276226,55,3092.65,0,0,361.8,5
24,1,1,0,95550,978.38,3.260452152,4,12,4,1,23.99,0,1,3,51,1,0,0,1,0,0,0,1,30,0,1.505276226,64.19761171,690.5,0,0,287.88,0
